source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[biological replicate]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[condition]	assay name	technology type	comment[fraction identifier]	comment[label]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[file uri]	comment[proteomics data acquisition method]	comment[data file]	comment[technical replicate]	comment[sdrf version]	comment[sdrf template]	comment[study group]	comment[run role]	comment[acquisition branch]	comment[replicate provenance]	comment[sdrf annotation tool]	comment[spike amount basis]	comment[injected total peptide amount]	comment[background cell line]	comment[original sample name]	comment[annotation source]	comment[annotation provenance]	factor value[phenotype]	factor value[condition]
PMC6944235_GS1	Mus musculus	not applicable	not applicable	Myoblast	C2C12	1	CT=protein;AC=P37840;QY=1 pmol	CT=protein;AC=P02754;QY=0.5 pmol	CT=protein;AC=P02671;QY=10 pmol	CT=protein;AC=P02675;QY=10 pmol	CT=protein;AC=P02679;QY=10 pmol	CT=protein;AC=P13006;QY=0.1 pmol	CT=protein;AC=P69905;QY=0.5 pmol	CT=protein;AC=P68871;QY=0.5 pmol	CT=protein;AC=P20261;QY=0.1 pmol	CT=protein;AC=P32946;QY=0.1 pmol	CT=protein;AC=P32947;QY=0.1 pmol	CT=protein;AC=P00698;QY=5 pmol	CT=protein;AC=P68082;QY=1 pmol	GS1	PXD012986_QExHF04026	proteomic profiling by mass spectrometry	1	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	5 ppm	0.02 Da	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012986/QExHF04026.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF04026.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	PMC6944235	benchmark	DDA	PMC6944235: five prepared GS sample states measured in triplicate; assay_information.txt plus RAW sample labels Sandra_1a..5c; no independent biological cultures claimed	not available	Table I: pmol per prepared sample with 20 ug C2C12 lysate, not on-column amount	200 ng	C2C12	Sandra_1a	https://www.ebi.ac.uk/pride/archive/projects/PXD012986 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	normal	GS1
PMC6944235_GS1	Mus musculus	not applicable	not applicable	Myoblast	C2C12	1	CT=protein;AC=P37840;QY=1 pmol	CT=protein;AC=P02754;QY=0.5 pmol	CT=protein;AC=P02671;QY=10 pmol	CT=protein;AC=P02675;QY=10 pmol	CT=protein;AC=P02679;QY=10 pmol	CT=protein;AC=P13006;QY=0.1 pmol	CT=protein;AC=P69905;QY=0.5 pmol	CT=protein;AC=P68871;QY=0.5 pmol	CT=protein;AC=P20261;QY=0.1 pmol	CT=protein;AC=P32946;QY=0.1 pmol	CT=protein;AC=P32947;QY=0.1 pmol	CT=protein;AC=P00698;QY=5 pmol	CT=protein;AC=P68082;QY=1 pmol	GS1	PXD012986_QExHF04036	proteomic profiling by mass spectrometry	1	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	5 ppm	0.02 Da	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012986/QExHF04036.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF04036.raw	2	v1.1.0	NT=ms-proteomics;VV=v1.1.0	PMC6944235	benchmark	DDA	PMC6944235: five prepared GS sample states measured in triplicate; assay_information.txt plus RAW sample labels Sandra_1a..5c; no independent biological cultures claimed	not available	Table I: pmol per prepared sample with 20 ug C2C12 lysate, not on-column amount	200 ng	C2C12	Sandra_1b	https://www.ebi.ac.uk/pride/archive/projects/PXD012986 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	normal	GS1
PMC6944235_GS1	Mus musculus	not applicable	not applicable	Myoblast	C2C12	1	CT=protein;AC=P37840;QY=1 pmol	CT=protein;AC=P02754;QY=0.5 pmol	CT=protein;AC=P02671;QY=10 pmol	CT=protein;AC=P02675;QY=10 pmol	CT=protein;AC=P02679;QY=10 pmol	CT=protein;AC=P13006;QY=0.1 pmol	CT=protein;AC=P69905;QY=0.5 pmol	CT=protein;AC=P68871;QY=0.5 pmol	CT=protein;AC=P20261;QY=0.1 pmol	CT=protein;AC=P32946;QY=0.1 pmol	CT=protein;AC=P32947;QY=0.1 pmol	CT=protein;AC=P00698;QY=5 pmol	CT=protein;AC=P68082;QY=1 pmol	GS1	PXD012986_QExHF04046	proteomic profiling by mass spectrometry	1	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	5 ppm	0.02 Da	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012986/QExHF04046.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF04046.raw	3	v1.1.0	NT=ms-proteomics;VV=v1.1.0	PMC6944235	benchmark	DDA	PMC6944235: five prepared GS sample states measured in triplicate; assay_information.txt plus RAW sample labels Sandra_1a..5c; no independent biological cultures claimed	not available	Table I: pmol per prepared sample with 20 ug C2C12 lysate, not on-column amount	200 ng	C2C12	Sandra_1c	https://www.ebi.ac.uk/pride/archive/projects/PXD012986 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	normal	GS1
PMC6944235_GS2	Mus musculus	not applicable	not applicable	Myoblast	C2C12	1	CT=protein;AC=P37840;QY=10 pmol	CT=protein;AC=P02754;QY=0.1 pmol	CT=protein;AC=P02671;QY=5 pmol	CT=protein;AC=P02675;QY=5 pmol	CT=protein;AC=P02679;QY=5 pmol	CT=protein;AC=P13006;QY=1 pmol	CT=protein;AC=P69905;QY=5 pmol	CT=protein;AC=P68871;QY=5 pmol	CT=protein;AC=P20261;QY=0.5 pmol	CT=protein;AC=P32946;QY=0.5 pmol	CT=protein;AC=P32947;QY=0.5 pmol	CT=protein;AC=P00698;QY=10 pmol	CT=protein;AC=P68082;QY=0.1 pmol	GS2	PXD012986_QExHF04028	proteomic profiling by mass spectrometry	1	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	5 ppm	0.02 Da	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012986/QExHF04028.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF04028.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	PMC6944235	benchmark	DDA	PMC6944235: five prepared GS sample states measured in triplicate; assay_information.txt plus RAW sample labels Sandra_1a..5c; no independent biological cultures claimed	not available	Table I: pmol per prepared sample with 20 ug C2C12 lysate, not on-column amount	200 ng	C2C12	Sandra_2a	https://www.ebi.ac.uk/pride/archive/projects/PXD012986 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	normal	GS2
PMC6944235_GS2	Mus musculus	not applicable	not applicable	Myoblast	C2C12	1	CT=protein;AC=P37840;QY=10 pmol	CT=protein;AC=P02754;QY=0.1 pmol	CT=protein;AC=P02671;QY=5 pmol	CT=protein;AC=P02675;QY=5 pmol	CT=protein;AC=P02679;QY=5 pmol	CT=protein;AC=P13006;QY=1 pmol	CT=protein;AC=P69905;QY=5 pmol	CT=protein;AC=P68871;QY=5 pmol	CT=protein;AC=P20261;QY=0.5 pmol	CT=protein;AC=P32946;QY=0.5 pmol	CT=protein;AC=P32947;QY=0.5 pmol	CT=protein;AC=P00698;QY=10 pmol	CT=protein;AC=P68082;QY=0.1 pmol	GS2	PXD012986_QExHF04038	proteomic profiling by mass spectrometry	1	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	5 ppm	0.02 Da	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012986/QExHF04038.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF04038.raw	2	v1.1.0	NT=ms-proteomics;VV=v1.1.0	PMC6944235	benchmark	DDA	PMC6944235: five prepared GS sample states measured in triplicate; assay_information.txt plus RAW sample labels Sandra_1a..5c; no independent biological cultures claimed	not available	Table I: pmol per prepared sample with 20 ug C2C12 lysate, not on-column amount	200 ng	C2C12	Sandra_2b	https://www.ebi.ac.uk/pride/archive/projects/PXD012986 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	normal	GS2
PMC6944235_GS2	Mus musculus	not applicable	not applicable	Myoblast	C2C12	1	CT=protein;AC=P37840;QY=10 pmol	CT=protein;AC=P02754;QY=0.1 pmol	CT=protein;AC=P02671;QY=5 pmol	CT=protein;AC=P02675;QY=5 pmol	CT=protein;AC=P02679;QY=5 pmol	CT=protein;AC=P13006;QY=1 pmol	CT=protein;AC=P69905;QY=5 pmol	CT=protein;AC=P68871;QY=5 pmol	CT=protein;AC=P20261;QY=0.5 pmol	CT=protein;AC=P32946;QY=0.5 pmol	CT=protein;AC=P32947;QY=0.5 pmol	CT=protein;AC=P00698;QY=10 pmol	CT=protein;AC=P68082;QY=0.1 pmol	GS2	PXD012986_QExHF04048	proteomic profiling by mass spectrometry	1	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	5 ppm	0.02 Da	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012986/QExHF04048.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF04048.raw	3	v1.1.0	NT=ms-proteomics;VV=v1.1.0	PMC6944235	benchmark	DDA	PMC6944235: five prepared GS sample states measured in triplicate; assay_information.txt plus RAW sample labels Sandra_1a..5c; no independent biological cultures claimed	not available	Table I: pmol per prepared sample with 20 ug C2C12 lysate, not on-column amount	200 ng	C2C12	Sandra_2c	https://www.ebi.ac.uk/pride/archive/projects/PXD012986 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	normal	GS2
PMC6944235_GS3	Mus musculus	not applicable	not applicable	Myoblast	C2C12	1	CT=protein;AC=P37840;QY=0.5 pmol	CT=protein;AC=P02754;QY=5 pmol	CT=protein;AC=P02671;QY=1 pmol	CT=protein;AC=P02675;QY=1 pmol	CT=protein;AC=P02679;QY=1 pmol	CT=protein;AC=P13006;QY=10 pmol	CT=protein;AC=P69905;QY=10 pmol	CT=protein;AC=P68871;QY=10 pmol	CT=protein;AC=P20261;QY=1 pmol	CT=protein;AC=P32946;QY=1 pmol	CT=protein;AC=P32947;QY=1 pmol	CT=protein;AC=P00698;QY=0.1 pmol	CT=protein;AC=P68082;QY=5 pmol	GS3	PXD012986_QExHF04030	proteomic profiling by mass spectrometry	1	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	5 ppm	0.02 Da	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012986/QExHF04030.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF04030.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	PMC6944235	benchmark	DDA	PMC6944235: five prepared GS sample states measured in triplicate; assay_information.txt plus RAW sample labels Sandra_1a..5c; no independent biological cultures claimed	not available	Table I: pmol per prepared sample with 20 ug C2C12 lysate, not on-column amount	200 ng	C2C12	Sandra_3a	https://www.ebi.ac.uk/pride/archive/projects/PXD012986 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	normal	GS3
PMC6944235_GS3	Mus musculus	not applicable	not applicable	Myoblast	C2C12	1	CT=protein;AC=P37840;QY=0.5 pmol	CT=protein;AC=P02754;QY=5 pmol	CT=protein;AC=P02671;QY=1 pmol	CT=protein;AC=P02675;QY=1 pmol	CT=protein;AC=P02679;QY=1 pmol	CT=protein;AC=P13006;QY=10 pmol	CT=protein;AC=P69905;QY=10 pmol	CT=protein;AC=P68871;QY=10 pmol	CT=protein;AC=P20261;QY=1 pmol	CT=protein;AC=P32946;QY=1 pmol	CT=protein;AC=P32947;QY=1 pmol	CT=protein;AC=P00698;QY=0.1 pmol	CT=protein;AC=P68082;QY=5 pmol	GS3	PXD012986_QExHF04040	proteomic profiling by mass spectrometry	1	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	5 ppm	0.02 Da	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012986/QExHF04040.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF04040.raw	2	v1.1.0	NT=ms-proteomics;VV=v1.1.0	PMC6944235	benchmark	DDA	PMC6944235: five prepared GS sample states measured in triplicate; assay_information.txt plus RAW sample labels Sandra_1a..5c; no independent biological cultures claimed	not available	Table I: pmol per prepared sample with 20 ug C2C12 lysate, not on-column amount	200 ng	C2C12	Sandra_3b	https://www.ebi.ac.uk/pride/archive/projects/PXD012986 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	normal	GS3
PMC6944235_GS3	Mus musculus	not applicable	not applicable	Myoblast	C2C12	1	CT=protein;AC=P37840;QY=0.5 pmol	CT=protein;AC=P02754;QY=5 pmol	CT=protein;AC=P02671;QY=1 pmol	CT=protein;AC=P02675;QY=1 pmol	CT=protein;AC=P02679;QY=1 pmol	CT=protein;AC=P13006;QY=10 pmol	CT=protein;AC=P69905;QY=10 pmol	CT=protein;AC=P68871;QY=10 pmol	CT=protein;AC=P20261;QY=1 pmol	CT=protein;AC=P32946;QY=1 pmol	CT=protein;AC=P32947;QY=1 pmol	CT=protein;AC=P00698;QY=0.1 pmol	CT=protein;AC=P68082;QY=5 pmol	GS3	PXD012986_QExHF04050	proteomic profiling by mass spectrometry	1	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	5 ppm	0.02 Da	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012986/QExHF04050.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF04050.raw	3	v1.1.0	NT=ms-proteomics;VV=v1.1.0	PMC6944235	benchmark	DDA	PMC6944235: five prepared GS sample states measured in triplicate; assay_information.txt plus RAW sample labels Sandra_1a..5c; no independent biological cultures claimed	not available	Table I: pmol per prepared sample with 20 ug C2C12 lysate, not on-column amount	200 ng	C2C12	Sandra_3c	https://www.ebi.ac.uk/pride/archive/projects/PXD012986 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	normal	GS3
PMC6944235_GS4	Mus musculus	not applicable	not applicable	Myoblast	C2C12	1	CT=protein;AC=P37840;QY=0.1 pmol	CT=protein;AC=P02754;QY=10 pmol	CT=protein;AC=P02671;QY=0.5 pmol	CT=protein;AC=P02675;QY=0.5 pmol	CT=protein;AC=P02679;QY=0.5 pmol	CT=protein;AC=P13006;QY=5 pmol	CT=protein;AC=P69905;QY=1 pmol	CT=protein;AC=P68871;QY=1 pmol	CT=protein;AC=P20261;QY=5 pmol	CT=protein;AC=P32946;QY=5 pmol	CT=protein;AC=P32947;QY=5 pmol	CT=protein;AC=P00698;QY=0.5 pmol	CT=protein;AC=P68082;QY=10 pmol	GS4	PXD012986_QExHF04032	proteomic profiling by mass spectrometry	1	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	5 ppm	0.02 Da	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012986/QExHF04032.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF04032.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	PMC6944235	benchmark	DDA	PMC6944235: five prepared GS sample states measured in triplicate; assay_information.txt plus RAW sample labels Sandra_1a..5c; no independent biological cultures claimed	not available	Table I: pmol per prepared sample with 20 ug C2C12 lysate, not on-column amount	200 ng	C2C12	Sandra_4a	https://www.ebi.ac.uk/pride/archive/projects/PXD012986 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	normal	GS4
