source name	characteristics[organism]	characteristics[organism part]	characteristics[sampling site]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[material type]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[biological replicate]	characteristics[condition]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[modification parameters]	comment[file uri]	comment[study group]	comment[replicate provenance]	comment[search parameter source]	comment[annotation source]	comment[annotation provenance]	factor value[spiked compound]	factor value[amount of starting material]	factor value[condition]
OA_VN_Hela_50ng_15min_DIA_RL_TE_uPAC2_20250610_01	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	not applicable	not applicable	1	not available	run OA_VN_Hela_50ng_15min_DIA_RL_TE_uPAC2_20250610_01	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	not available	1	1	OA_VN_Hela_50ng_15min_DIA_RL_TE_uPAC2_20250610_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available	not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD071205/OA_VN_Hela_50ng_15min_DIA_RL_TE_uPAC2_20250610_01.raw	not available	not available	not available	https://www.ebi.ac.uk/pride/archive/projects/PXD071205	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	not applicable	50 ng	not available
OA_VN_Hela_50ng_15min_DIA_RL_TE_uPAC2_20250610_02	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	not applicable	not applicable	1	not available	run OA_VN_Hela_50ng_15min_DIA_RL_TE_uPAC2_20250610_02	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	not available	1	2	OA_VN_Hela_50ng_15min_DIA_RL_TE_uPAC2_20250610_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available	not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD071205/OA_VN_Hela_50ng_15min_DIA_RL_TE_uPAC2_20250610_02.raw	not available	not available	not available	https://www.ebi.ac.uk/pride/archive/projects/PXD071205	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	not applicable	50 ng	not available
OA_VN_Hela_50ng_15min_DIA_RL_TE_uPAC2_20250610_03	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	not applicable	not applicable	1	not available	run OA_VN_Hela_50ng_15min_DIA_RL_TE_uPAC2_20250610_03	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	not available	1	3	OA_VN_Hela_50ng_15min_DIA_RL_TE_uPAC2_20250610_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available	not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD071205/OA_VN_Hela_50ng_15min_DIA_RL_TE_uPAC2_20250610_03.raw	not available	not available	not available	https://www.ebi.ac.uk/pride/archive/projects/PXD071205	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	not applicable	50 ng	not available
OA_VN_Hela_50ng_15min_DIA_RL_TE_uPAC2_20250610_04	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	not applicable	not applicable	1	not available	run OA_VN_Hela_50ng_15min_DIA_RL_TE_uPAC2_20250610_04	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	not available	1	4	OA_VN_Hela_50ng_15min_DIA_RL_TE_uPAC2_20250610_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available	not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD071205/OA_VN_Hela_50ng_15min_DIA_RL_TE_uPAC2_20250610_04.raw	not available	not available	not available	https://www.ebi.ac.uk/pride/archive/projects/PXD071205	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	not applicable	50 ng	not available
OA_VN_Hela_50ng_15min_DIA_RL_TE_uPAC2_20250610_05	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	not applicable	not applicable	1	not available	run OA_VN_Hela_50ng_15min_DIA_RL_TE_uPAC2_20250610_05	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	not available	1	5	OA_VN_Hela_50ng_15min_DIA_RL_TE_uPAC2_20250610_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available	not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD071205/OA_VN_Hela_50ng_15min_DIA_RL_TE_uPAC2_20250610_05.raw	not available	not available	not available	https://www.ebi.ac.uk/pride/archive/projects/PXD071205	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	not applicable	50 ng	not available
PXD071205_DI_15min_250pg_A	Homo sapiens	not applicable	pleural effusion	lymphoblast	chronic myelogenous leukemia	K562	CVCL_0004	K562	adult	53Y	female	not available	cell	CT=mixture;CN=Escherichia coli digest;SP=Escherichia coli;QY=5 percent	CT=mixture;CN=Saccharomyces cerevisiae digest;SP=Saccharomyces cerevisiae;QY=30 percent	1	DI_15min_250pg_A	PXD071205_LFQ_Astral_DIA_Optimized_DI_15min_250pg_Condition_A_REP1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=HCD;AC=PRIDE:0000590	not available	not available	1	1	LFQ_Astral_DIA_Optimized_DI_15min_250pg_Condition_A_REP1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable	not applicable	not available	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD071205/LFQ_Astral_DIA_Optimized_DI_15min_250pg_Condition_A_REP1.raw	DI_15min_250pg	author SDRF technical replicate 1-6; commercial digest master mixtures; no biological replication; strata kept separate	Author deposited PXDAstral_Optimized.sdrf.tsv and PRIDE protocol. No author numerical mass tolerances reported for these raw files.	https://www.ebi.ac.uk/pride/archive/projects/PXD071205	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	CT=protein;SP=Saccharomyces cerevisiae;QY=30%	250 pg	DI_15min_250pg_A
PXD071205_DI_15min_250pg_A	Homo sapiens	not applicable	pleural effusion	lymphoblast	chronic myelogenous leukemia	K562	CVCL_0004	K562	adult	53Y	female	not available	cell	CT=mixture;CN=Escherichia coli digest;SP=Escherichia coli;QY=5 percent	CT=mixture;CN=Saccharomyces cerevisiae digest;SP=Saccharomyces cerevisiae;QY=30 percent	1	DI_15min_250pg_A	PXD071205_LFQ_Astral_DIA_Optimized_DI_15min_250pg_Condition_A_REP2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=HCD;AC=PRIDE:0000590	not available	not available	1	2	LFQ_Astral_DIA_Optimized_DI_15min_250pg_Condition_A_REP2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable	not applicable	not available	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD071205/LFQ_Astral_DIA_Optimized_DI_15min_250pg_Condition_A_REP2.raw	DI_15min_250pg	author SDRF technical replicate 1-6; commercial digest master mixtures; no biological replication; strata kept separate	Author deposited PXDAstral_Optimized.sdrf.tsv and PRIDE protocol. No author numerical mass tolerances reported for these raw files.	https://www.ebi.ac.uk/pride/archive/projects/PXD071205	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	CT=protein;SP=Saccharomyces cerevisiae;QY=30%	250 pg	DI_15min_250pg_A
PXD071205_DI_15min_250pg_A	Homo sapiens	not applicable	pleural effusion	lymphoblast	chronic myelogenous leukemia	K562	CVCL_0004	K562	adult	53Y	female	not available	cell	CT=mixture;CN=Escherichia coli digest;SP=Escherichia coli;QY=5 percent	CT=mixture;CN=Saccharomyces cerevisiae digest;SP=Saccharomyces cerevisiae;QY=30 percent	1	DI_15min_250pg_A	PXD071205_LFQ_Astral_DIA_Optimized_DI_15min_250pg_Condition_A_REP3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=HCD;AC=PRIDE:0000590	not available	not available	1	3	LFQ_Astral_DIA_Optimized_DI_15min_250pg_Condition_A_REP3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable	not applicable	not available	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD071205/LFQ_Astral_DIA_Optimized_DI_15min_250pg_Condition_A_REP3.raw	DI_15min_250pg	author SDRF technical replicate 1-6; commercial digest master mixtures; no biological replication; strata kept separate	Author deposited PXDAstral_Optimized.sdrf.tsv and PRIDE protocol. No author numerical mass tolerances reported for these raw files.	https://www.ebi.ac.uk/pride/archive/projects/PXD071205	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	CT=protein;SP=Saccharomyces cerevisiae;QY=30%	250 pg	DI_15min_250pg_A
PXD071205_DI_15min_250pg_A	Homo sapiens	not applicable	pleural effusion	lymphoblast	chronic myelogenous leukemia	K562	CVCL_0004	K562	adult	53Y	female	not available	cell	CT=mixture;CN=Escherichia coli digest;SP=Escherichia coli;QY=5 percent	CT=mixture;CN=Saccharomyces cerevisiae digest;SP=Saccharomyces cerevisiae;QY=30 percent	1	DI_15min_250pg_A	PXD071205_LFQ_Astral_DIA_Optimized_DI_15min_250pg_Condition_A_REP4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=HCD;AC=PRIDE:0000590	not available	not available	1	4	LFQ_Astral_DIA_Optimized_DI_15min_250pg_Condition_A_REP4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable	not applicable	not available	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD071205/LFQ_Astral_DIA_Optimized_DI_15min_250pg_Condition_A_REP4.raw	DI_15min_250pg	author SDRF technical replicate 1-6; commercial digest master mixtures; no biological replication; strata kept separate	Author deposited PXDAstral_Optimized.sdrf.tsv and PRIDE protocol. No author numerical mass tolerances reported for these raw files.	https://www.ebi.ac.uk/pride/archive/projects/PXD071205	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	CT=protein;SP=Saccharomyces cerevisiae;QY=30%	250 pg	DI_15min_250pg_A
PXD071205_DI_15min_250pg_A	Homo sapiens	not applicable	pleural effusion	lymphoblast	chronic myelogenous leukemia	K562	CVCL_0004	K562	adult	53Y	female	not available	cell	CT=mixture;CN=Escherichia coli digest;SP=Escherichia coli;QY=5 percent	CT=mixture;CN=Saccharomyces cerevisiae digest;SP=Saccharomyces cerevisiae;QY=30 percent	1	DI_15min_250pg_A	PXD071205_LFQ_Astral_DIA_Optimized_DI_15min_250pg_Condition_A_REP5	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=HCD;AC=PRIDE:0000590	not available	not available	1	5	LFQ_Astral_DIA_Optimized_DI_15min_250pg_Condition_A_REP5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable	not applicable	not available	not applicable	https://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD071205/LFQ_Astral_DIA_Optimized_DI_15min_250pg_Condition_A_REP5.raw	DI_15min_250pg	author SDRF technical replicate 1-6; commercial digest master mixtures; no biological replication; strata kept separate	Author deposited PXDAstral_Optimized.sdrf.tsv and PRIDE protocol. No author numerical mass tolerances reported for these raw files.	https://www.ebi.ac.uk/pride/archive/projects/PXD071205	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	CT=protein;SP=Saccharomyces cerevisiae;QY=30%	250 pg	DI_15min_250pg_A
