source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[growth condition]	characteristics[treatment]	characteristics[material type]	characteristics[sample type]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[reduction reagent]	comment[alkylation reagent]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
endosperm_rep1	Triticum aestivum	endosperm	plant cell	normal	whole plant fruit formation stage	not available	not available	untreated	organism part	study sample	not pooled	1	OB09552	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=orbitrap;AC=MS:1000484	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	2	1	OB09552.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	endosperm
endosperm_rep1	Triticum aestivum	endosperm	plant cell	normal	whole plant fruit formation stage	not available	not available	untreated	organism part	study sample	not pooled	1	OB09553	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=orbitrap;AC=MS:1000484	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	3	1	OB09553.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	endosperm
endosperm_rep1	Triticum aestivum	endosperm	plant cell	normal	whole plant fruit formation stage	not available	not available	untreated	organism part	study sample	not pooled	1	OB09554	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=orbitrap;AC=MS:1000484	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	4	1	OB09554.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	endosperm
endosperm_rep1	Triticum aestivum	endosperm	plant cell	normal	whole plant fruit formation stage	not available	not available	untreated	organism part	study sample	not pooled	1	OB09555	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=orbitrap;AC=MS:1000484	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	5	1	OB09555.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	endosperm
endosperm_rep1	Triticum aestivum	endosperm	plant cell	normal	whole plant fruit formation stage	not available	not available	untreated	organism part	study sample	not pooled	1	OB09556	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=orbitrap;AC=MS:1000484	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	1	1	OB09556.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	endosperm
outer_layers_rep1	Triticum aestivum	pericarp	plant cell	normal	whole plant fruit formation stage	not available	not available	untreated	organism part	study sample	not pooled	1	OB09558	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=orbitrap;AC=MS:1000484	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	2	1	OB09558.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	pericarp
outer_layers_rep1	Triticum aestivum	pericarp	plant cell	normal	whole plant fruit formation stage	not available	not available	untreated	organism part	study sample	not pooled	1	OB09559	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=orbitrap;AC=MS:1000484	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	3	1	OB09559.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	pericarp
outer_layers_rep1	Triticum aestivum	pericarp	plant cell	normal	whole plant fruit formation stage	not available	not available	untreated	organism part	study sample	not pooled	1	OB09560	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=orbitrap;AC=MS:1000484	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	4	1	OB09560.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	pericarp
outer_layers_rep1	Triticum aestivum	pericarp	plant cell	normal	whole plant fruit formation stage	not available	not available	untreated	organism part	study sample	not pooled	1	OB09561	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=orbitrap;AC=MS:1000484	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	5	1	OB09561.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	pericarp
outer_layers_rep1	Triticum aestivum	pericarp	plant cell	normal	whole plant fruit formation stage	not available	not available	untreated	organism part	study sample	not pooled	1	OB09562	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=orbitrap;AC=MS:1000484	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	1	1	OB09562.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	pericarp
endosperm_rep3	Triticum aestivum	endosperm	plant cell	normal	whole plant fruit formation stage	not available	not available	untreated	organism part	study sample	not pooled	3	OB09577	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=orbitrap;AC=MS:1000484	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	2	1	OB09577.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	endosperm
endosperm_rep3	Triticum aestivum	endosperm	plant cell	normal	whole plant fruit formation stage	not available	not available	untreated	organism part	study sample	not pooled	3	OB09578	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=orbitrap;AC=MS:1000484	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	3	1	OB09578.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	endosperm
endosperm_rep3	Triticum aestivum	endosperm	plant cell	normal	whole plant fruit formation stage	not available	not available	untreated	organism part	study sample	not pooled	3	OB09579	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=orbitrap;AC=MS:1000484	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	4	1	OB09579.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	endosperm
endosperm_rep3	Triticum aestivum	endosperm	plant cell	normal	whole plant fruit formation stage	not available	not available	untreated	organism part	study sample	not pooled	3	OB09580	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=orbitrap;AC=MS:1000484	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	5	1	OB09580.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	endosperm
endosperm_rep3	Triticum aestivum	endosperm	plant cell	normal	whole plant fruit formation stage	not available	not available	untreated	organism part	study sample	not pooled	3	OB09581	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=orbitrap;AC=MS:1000484	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	1	1	OB09581.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	endosperm
outer_layers_rep3	Triticum aestivum	pericarp	plant cell	normal	whole plant fruit formation stage	not available	not available	untreated	organism part	study sample	not pooled	3	OB09583	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=orbitrap;AC=MS:1000484	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	2	1	OB09583.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	pericarp
