source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[spiked compound]	characteristics[biological replicate]	characteristics[material description]	assay name	technology type	comment[label]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[file uri]	comment[proteomics data acquisition method]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[annotation source]	comment[sdrf annotation tool]	comment[annotation provenance]	comment[replicate provenance]	comment[annotation scope]	factor value[spiked compound]
UPS1 20 fmol/uL	Saccharomyces cerevisiae	not available	not available	not applicable	CT=mixture;QY=20 fmol/uL;CN=UPS1;CV=Sigma-Aldrich	1	Yeast cell proteome digest spiked with a separately digested UPS1 human protein standard.	run 1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1002523;NT=Q Exactive HF	25 ppm	0.02 Da	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	01	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD006447/112015-Standard-A-01.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	112015-Standard-A-01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD006447 | https://doi.org/10.1039/c8mo00077h	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	Twelve identical injections per dilution-series concentration, per author protocol; technical injections are not biological replicates.	UPS1 dilution series and yeast-only controls; six UC controls have unresolved composition and are retained separately as a draft.	CT=mixture;QY=20 fmol/uL;CN=UPS1;CV=Sigma-Aldrich
UPS1 20 fmol/uL	Saccharomyces cerevisiae	not available	not available	not applicable	CT=mixture;QY=20 fmol/uL;CN=UPS1;CV=Sigma-Aldrich	1	Yeast cell proteome digest spiked with a separately digested UPS1 human protein standard.	run 2	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1002523;NT=Q Exactive HF	25 ppm	0.02 Da	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	02	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD006447/112015-Standard-A-02.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	112015-Standard-A-02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD006447 | https://doi.org/10.1039/c8mo00077h	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	Twelve identical injections per dilution-series concentration, per author protocol; technical injections are not biological replicates.	UPS1 dilution series and yeast-only controls; six UC controls have unresolved composition and are retained separately as a draft.	CT=mixture;QY=20 fmol/uL;CN=UPS1;CV=Sigma-Aldrich
UPS1 20 fmol/uL	Saccharomyces cerevisiae	not available	not available	not applicable	CT=mixture;QY=20 fmol/uL;CN=UPS1;CV=Sigma-Aldrich	1	Yeast cell proteome digest spiked with a separately digested UPS1 human protein standard.	run 3	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1002523;NT=Q Exactive HF	25 ppm	0.02 Da	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	03	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD006447/112015-Standard-A-03.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	112015-Standard-A-03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD006447 | https://doi.org/10.1039/c8mo00077h	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	Twelve identical injections per dilution-series concentration, per author protocol; technical injections are not biological replicates.	UPS1 dilution series and yeast-only controls; six UC controls have unresolved composition and are retained separately as a draft.	CT=mixture;QY=20 fmol/uL;CN=UPS1;CV=Sigma-Aldrich
UPS1 20 fmol/uL	Saccharomyces cerevisiae	not available	not available	not applicable	CT=mixture;QY=20 fmol/uL;CN=UPS1;CV=Sigma-Aldrich	1	Yeast cell proteome digest spiked with a separately digested UPS1 human protein standard.	run 4	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1002523;NT=Q Exactive HF	25 ppm	0.02 Da	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	04	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD006447/112015-Standard-A-04.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	112015-Standard-A-04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD006447 | https://doi.org/10.1039/c8mo00077h	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	Twelve identical injections per dilution-series concentration, per author protocol; technical injections are not biological replicates.	UPS1 dilution series and yeast-only controls; six UC controls have unresolved composition and are retained separately as a draft.	CT=mixture;QY=20 fmol/uL;CN=UPS1;CV=Sigma-Aldrich
UPS1 20 fmol/uL	Saccharomyces cerevisiae	not available	not available	not applicable	CT=mixture;QY=20 fmol/uL;CN=UPS1;CV=Sigma-Aldrich	1	Yeast cell proteome digest spiked with a separately digested UPS1 human protein standard.	run 5	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1002523;NT=Q Exactive HF	25 ppm	0.02 Da	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	05	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD006447/112015-Standard-A-05.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	112015-Standard-A-05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD006447 | https://doi.org/10.1039/c8mo00077h	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	Twelve identical injections per dilution-series concentration, per author protocol; technical injections are not biological replicates.	UPS1 dilution series and yeast-only controls; six UC controls have unresolved composition and are retained separately as a draft.	CT=mixture;QY=20 fmol/uL;CN=UPS1;CV=Sigma-Aldrich
UPS1 20 fmol/uL	Saccharomyces cerevisiae	not available	not available	not applicable	CT=mixture;QY=20 fmol/uL;CN=UPS1;CV=Sigma-Aldrich	1	Yeast cell proteome digest spiked with a separately digested UPS1 human protein standard.	run 6	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1002523;NT=Q Exactive HF	25 ppm	0.02 Da	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	06	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD006447/112015-Standard-A-06.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	112015-Standard-A-06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD006447 | https://doi.org/10.1039/c8mo00077h	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	Twelve identical injections per dilution-series concentration, per author protocol; technical injections are not biological replicates.	UPS1 dilution series and yeast-only controls; six UC controls have unresolved composition and are retained separately as a draft.	CT=mixture;QY=20 fmol/uL;CN=UPS1;CV=Sigma-Aldrich
UPS1 20 fmol/uL	Saccharomyces cerevisiae	not available	not available	not applicable	CT=mixture;QY=20 fmol/uL;CN=UPS1;CV=Sigma-Aldrich	1	Yeast cell proteome digest spiked with a separately digested UPS1 human protein standard.	run 7	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1002523;NT=Q Exactive HF	25 ppm	0.02 Da	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	07	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD006447/112015-Standard-A-07.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	112015-Standard-A-07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD006447 | https://doi.org/10.1039/c8mo00077h	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	Twelve identical injections per dilution-series concentration, per author protocol; technical injections are not biological replicates.	UPS1 dilution series and yeast-only controls; six UC controls have unresolved composition and are retained separately as a draft.	CT=mixture;QY=20 fmol/uL;CN=UPS1;CV=Sigma-Aldrich
UPS1 20 fmol/uL	Saccharomyces cerevisiae	not available	not available	not applicable	CT=mixture;QY=20 fmol/uL;CN=UPS1;CV=Sigma-Aldrich	1	Yeast cell proteome digest spiked with a separately digested UPS1 human protein standard.	run 8	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1002523;NT=Q Exactive HF	25 ppm	0.02 Da	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	08	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD006447/112015-Standard-A-08.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	112015-Standard-A-08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD006447 | https://doi.org/10.1039/c8mo00077h	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	Twelve identical injections per dilution-series concentration, per author protocol; technical injections are not biological replicates.	UPS1 dilution series and yeast-only controls; six UC controls have unresolved composition and are retained separately as a draft.	CT=mixture;QY=20 fmol/uL;CN=UPS1;CV=Sigma-Aldrich
UPS1 20 fmol/uL	Saccharomyces cerevisiae	not available	not available	not applicable	CT=mixture;QY=20 fmol/uL;CN=UPS1;CV=Sigma-Aldrich	1	Yeast cell proteome digest spiked with a separately digested UPS1 human protein standard.	run 9	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1002523;NT=Q Exactive HF	25 ppm	0.02 Da	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	09	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD006447/112015-Standard-A-09.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	112015-Standard-A-09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD006447 | https://doi.org/10.1039/c8mo00077h	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	Twelve identical injections per dilution-series concentration, per author protocol; technical injections are not biological replicates.	UPS1 dilution series and yeast-only controls; six UC controls have unresolved composition and are retained separately as a draft.	CT=mixture;QY=20 fmol/uL;CN=UPS1;CV=Sigma-Aldrich
UPS1 20 fmol/uL	Saccharomyces cerevisiae	not available	not available	not applicable	CT=mixture;QY=20 fmol/uL;CN=UPS1;CV=Sigma-Aldrich	1	Yeast cell proteome digest spiked with a separately digested UPS1 human protein standard.	run 10	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1002523;NT=Q Exactive HF	25 ppm	0.02 Da	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	10	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD006447/112015-Standard-A-10.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	112015-Standard-A-10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD006447 | https://doi.org/10.1039/c8mo00077h	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	Twelve identical injections per dilution-series concentration, per author protocol; technical injections are not biological replicates.	UPS1 dilution series and yeast-only controls; six UC controls have unresolved composition and are retained separately as a draft.	CT=mixture;QY=20 fmol/uL;CN=UPS1;CV=Sigma-Aldrich
