source name	characteristics[organism]	characteristics[organism]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[individual]	characteristics[biological replicate]	characteristics[phenotype]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms1 scan range]	comment[ms2 mass analyzer]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	factor value[phenotype]
PXD017812-Sample-1	Homo sapiens	Saccharomyces cerevisiae	Escherichia coli	not applicable	not available	not applicable	not applicable	1	mixed-proteome benchmark group A	180504_tech_A_01_120k_180min_11_27_HCD_OT_val45_4ul_03_20180507213729	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	400m/z-1500m/z	NT=orbitrap;AC=MS:1000484	1	1	180504_tech_A_01_120k_180min_11_27_HCD_OT_val45_4ul_03_20180507213729.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	group A
PXD017812-Sample-1	Homo sapiens	Saccharomyces cerevisiae	Escherichia coli	not applicable	not available	not applicable	not applicable	1	mixed-proteome benchmark group A	180504_tech_A_02_120k_180min_11_27_HCD_OT_val45_4ul_03_20180508184330	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	400m/z-1500m/z	NT=orbitrap;AC=MS:1000484	1	2	180504_tech_A_02_120k_180min_11_27_HCD_OT_val45_4ul_03_20180508184330.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	group A
PXD017812-Sample-1	Homo sapiens	Saccharomyces cerevisiae	Escherichia coli	not applicable	not available	not applicable	not applicable	1	mixed-proteome benchmark group A	180504_tech_A_03_120k_180min_11_27_HCD_OT_val45_4ul_03_20180514072100	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	400m/z-1500m/z	NT=orbitrap;AC=MS:1000484	1	3	180504_tech_A_03_120k_180min_11_27_HCD_OT_val45_4ul_03_20180514072100.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	group A
PXD017812-Sample-1	Homo sapiens	Saccharomyces cerevisiae	Escherichia coli	not applicable	not available	not applicable	not applicable	1	mixed-proteome benchmark group A	180504_tech_A_04_120k_180min_11_27_HCD_OT_val45_4ul_03	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	400m/z-1500m/z	NT=orbitrap;AC=MS:1000484	1	4	180504_tech_A_04_120k_180min_11_27_HCD_OT_val45_4ul_03.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	group A
PXD017812-Sample-1	Homo sapiens	Saccharomyces cerevisiae	Escherichia coli	not applicable	not available	not applicable	not applicable	1	mixed-proteome benchmark group A	180504_tech_A_05_120k_180min_11_27_HCD_OT_val45_4ul_03	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	400m/z-1500m/z	NT=orbitrap;AC=MS:1000484	1	5	180504_tech_A_05_120k_180min_11_27_HCD_OT_val45_4ul_03.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	group A
PXD017812-Sample-1	Homo sapiens	Saccharomyces cerevisiae	Escherichia coli	not applicable	not available	not applicable	not applicable	1	mixed-proteome benchmark group A	180504_tech_A_06_120k_180min_11_27_HCD_OT_val45_4ul_03	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	400m/z-1500m/z	NT=orbitrap;AC=MS:1000484	1	6	180504_tech_A_06_120k_180min_11_27_HCD_OT_val45_4ul_03.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	group A
PXD017812-Sample-1	Homo sapiens	Saccharomyces cerevisiae	Escherichia coli	not applicable	not available	not applicable	not applicable	1	mixed-proteome benchmark group A	180504_tech_A_07_120k_180min_11_27_HCD_OT_val45_4ul_03	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	400m/z-1500m/z	NT=orbitrap;AC=MS:1000484	1	7	180504_tech_A_07_120k_180min_11_27_HCD_OT_val45_4ul_03.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	group A
PXD017812-Sample-2	Homo sapiens	Saccharomyces cerevisiae	Escherichia coli	not applicable	not available	not applicable	not applicable	1	mixed-proteome benchmark group B	180504_tech_B_01_120k_180min_11_27_HCD_OT_val45_4ul_03_20180508033915	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	400m/z-1500m/z	NT=orbitrap;AC=MS:1000484	1	1	180504_tech_B_01_120k_180min_11_27_HCD_OT_val45_4ul_03_20180508033915.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	group B
PXD017812-Sample-2	Homo sapiens	Saccharomyces cerevisiae	Escherichia coli	not applicable	not available	not applicable	not applicable	1	mixed-proteome benchmark group B	180504_tech_B_02_120k_180min_11_27_HCD_OT_val45_4ul_03_20180514192433	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	400m/z-1500m/z	NT=orbitrap;AC=MS:1000484	1	2	180504_tech_B_02_120k_180min_11_27_HCD_OT_val45_4ul_03_20180514192433.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	group B
PXD017812-Sample-2	Homo sapiens	Saccharomyces cerevisiae	Escherichia coli	not applicable	not available	not applicable	not applicable	1	mixed-proteome benchmark group B	180504_tech_B_03_120k_180min_11_27_HCD_OT_val45_4ul_03	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	400m/z-1500m/z	NT=orbitrap;AC=MS:1000484	1	3	180504_tech_B_03_120k_180min_11_27_HCD_OT_val45_4ul_03.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	group B
