source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[concentration of]	characteristics[spiked compound]	characteristics[biological replicate]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[cellosaurus accession]	assay name	technology type	comment[sdrf version]	comment[sdrf template]	comment[proteomics data acquisition method]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[data file]	comment[file uri]	comment[proteomexchange accession number]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[lowest observed m/z]	comment[highest observed m/z]
sample_1232	Homo sapiens	not available	not available	not applicable	K562	65,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	1	not available	not available	not available	not available	not available	run531	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	3	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_DDA_Condition_B_Sample_Alpha_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_DDA_Condition_B_Sample_Alpha_04.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	400	1200
sample_1235	Homo sapiens	not available	not available	not applicable	K562	65,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	1	not available	not available	not available	not available	not available	run532	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	11	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_DDA_QC_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_DDA_QC_11.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	400	1200
sample_1238	Homo sapiens	not available	not available	not applicable	K562	65,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	2	not available	not available	not available	not available	not available	run533	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	3	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_DDA_Condition_A_Sample_Beta_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_DDA_Condition_A_Sample_Beta_04.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	400	1200
sample_1241	Homo sapiens	not available	not available	not applicable	K562	65,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	2	not available	not available	not available	not available	not available	run534	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	3	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_DDA_Condition_B_Sample_Beta_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_DDA_Condition_B_Sample_Beta_04.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	400	1200
sample_1244	Homo sapiens	not available	not available	not applicable	K562	65,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	1	not available	not available	not available	not available	not available	run535	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	12	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_DDA_QC_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_DDA_QC_12.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	400	1200
sample_1247	Homo sapiens	not available	not available	not applicable	K562	65,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	3	not available	not available	not available	not available	not available	run536	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	3	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_DDA_Condition_A_Sample_Gamma_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_DDA_Condition_A_Sample_Gamma_04.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	400	1200
sample_1250	Homo sapiens	not available	not available	not applicable	K562	65,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	3	not available	not available	not available	not available	not available	run537	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	3	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_DDA_Condition_B_Sample_Gamma_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_DDA_Condition_B_Sample_Gamma_04.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	400	1200
sample_1258	Homo sapiens	not available	not available	not applicable	K562	100,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	1	not available	not available	not available	not available	not available	run544	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_GP_Human_400_500.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_GP_Human_400_500.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	400	500
sample_1259	Homo sapiens	not available	not available	not applicable	K562	100,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	1	not available	not available	not available	not available	not available	run545	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_GP_Human_500_600.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_GP_Human_500_600.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	500	600
sample_1260	Homo sapiens	not available	not available	not applicable	K562	100,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	1	not available	not available	not available	not available	not available	run546	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_GP_Human_600_700.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_GP_Human_600_700.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	600	700
sample_1261	Homo sapiens	not available	not available	not applicable	K562	100,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	1	not available	not available	not available	not available	not available	run547	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_GP_Human_700_800.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_GP_Human_700_800.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	700	800
sample_1262	Homo sapiens	not available	not available	not applicable	K562	100,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	1	not available	not available	not available	not available	not available	run548	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_GP_Human_800_900.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_GP_Human_800_900.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	800	900
sample_1263	Homo sapiens	not available	not available	not applicable	K562	100,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	1	not available	not available	not available	not available	not available	run549	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_GP_Human_900_1000.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_GP_Human_900_1000.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	900	1000
sample_1271	Homo sapiens	not available	not available	not applicable	K562	65,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	1	not available	not available	not available	not available	not available	run556	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_GP_QC_400_500.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_GP_QC_400_500.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	400	500
sample_1274	Homo sapiens	not available	not available	not applicable	K562	65,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	1	not available	not available	not available	not available	not available	run557	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_GP_QC_500_600.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_GP_QC_500_600.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	500	600
sample_1277	Homo sapiens	not available	not available	not applicable	K562	65,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	1	not available	not available	not available	not available	not available	run558	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_GP_QC_600_700.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_GP_QC_600_700.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	600	700
sample_1280	Homo sapiens	not available	not available	not applicable	K562	65,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	1	not available	not available	not available	not available	not available	run559	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_GP_QC_700_800.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_GP_QC_700_800.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	700	800
sample_1283	Homo sapiens	not available	not available	not applicable	K562	65,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	1	not available	not available	not available	not available	not available	run560	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_GP_QC_800_900.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_GP_QC_800_900.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	800	900
sample_1286	Homo sapiens	not available	not available	not applicable	K562	65,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	1	not available	not available	not available	not available	not available	run561	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_GP_QC_900_1000.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_GP_QC_900_1000.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	900	1000
sample_1289	Homo sapiens	not available	not available	not applicable	K562	100,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	1	not available	not available	not available	not available	not available	run563	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_AIF_Human_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_AIF_Human_01.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	400	1000
sample_1292	Homo sapiens	not available	not available	not applicable	K562	100,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	1	not available	not available	not available	not available	not available	run566	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	2	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_AIF_Human_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_AIF_Human_02.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	400	1000
sample_1295	Homo sapiens	not available	not available	not applicable	K562	100,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	1	not available	not available	not available	not available	not available	run569	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	3	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_AIF_Human_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_AIF_Human_03.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	400	1000
sample_1298	Homo sapiens	not available	not available	not applicable	K562	65,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	1	not available	not available	not available	not available	not available	run571	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_01.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	400	1000
sample_1301	Homo sapiens	not available	not available	not applicable	K562	65,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	1	not available	not available	not available	not available	not available	run572	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_01.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	400	1000
sample_1304	Homo sapiens	not available	not available	not applicable	K562	65,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	1	not available	not available	not available	not available	not available	run573	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	2	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_AIF_QC_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_AIF_QC_02.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	400	1000
sample_1307	Homo sapiens	not available	not available	not applicable	K562	65,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	2	not available	not available	not available	not available	not available	run574	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_01.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	400	1000
sample_1310	Homo sapiens	not available	not available	not applicable	K562	65,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	2	not available	not available	not available	not available	not available	run575	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_01.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	400	1000
sample_1313	Homo sapiens	not available	not available	not applicable	K562	65,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	1	not available	not available	not available	not available	not available	run576	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	3	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_AIF_QC_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_AIF_QC_03.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	400	1000
sample_1316	Homo sapiens	not available	not available	not applicable	K562	65,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	3	not available	not available	not available	not available	not available	run577	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_01.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	400	1000
sample_1319	Homo sapiens	not available	not available	not applicable	K562	65,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	3	not available	not available	not available	not available	not available	run578	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_01.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	400	1000
sample_1322	Homo sapiens	not available	not available	not applicable	K562	65,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	1	not available	not available	not available	not available	not available	run579	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	4	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_AIF_QC_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_AIF_QC_04.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	400	1000
sample_1325	Homo sapiens	not available	not available	not applicable	K562	65,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	1	not available	not available	not available	not available	not available	run580	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	2	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_02.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	400	1000
sample_1328	Homo sapiens	not available	not available	not applicable	K562	65,00%	CT=mixture;QY=NA;CN=iRT mixture;CV=Biognosys;CS=http://biognosys.com/content/uploads/2021/03/irt-kit-reference-sheet.xls	1	not available	not available	not available	not available	not available	run581	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	2	1	AC=MS:1002038;NT=label free sample	LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/10/PXD010000/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_02.raw	PXD010000	NT=Q Exactive HF-X;AC=MS:1002877	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	400	1000
